Aggregation Level,Data item,Unit,Pathway,Fuel,Peak/ Annual/ Minimum,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
3,Industrial Losses,GW,Holistic Transition,Electricity,Min (14:00),1.001000027,0.989197579,0.999873103,0.935215734,0.989325182,0.950475386,0.961986964,0.97627638,0.984003677,0.989813827,0.991762141,0.99823835,1.018232846,1.038177384,1.049807476,1.072045971,1.106155279,1.116057154,1.129022905,1.1461805,1.139004062,1.136676048,1.151163226,1.146581333,1.127678602,1.140749664,1.154797331,1.118212818,1.13094361,1.127200224,1.11401411
3,Industrial Losses,GW,Five Year Forecast,Electricity,Min (14:00),1.001000027,0.989197579,0.999873103,0.935215734,0.960648833,0.963216986,0.979074091,0.99050507,0.998342319,1.002923504,,,,,,,,,,,,,,,,,,,,,
3,Industrial Resistive Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (14:00),0.294912,0.29356,0.28116,0.273005,0.28296072,0.279360314,0.272037623,0.265510109,0.25989062,0.254935501,0.250655257,0.242882398,0.233511956,0.221424346,0.203903899,0.183574695,0.170811725,0.159847443,0.148938837,0.137124834,0.123273896,0.113933034,0.104167073,0.094188554,0.084028753,0.07288708,0.057086303,0.044690555,0.037636087,0.034363455,0.032936884
3,Industrial Resistive Heat Summer Min,GW,Electric Engagement,Electricity,Min (14:00),0.294912,0.29356,0.28116,0.273005,0.258018,0.253371,0.247151,0.24201,0.237854,0.234531,0.232395,0.227877,0.223145,0.216575,0.207261,0.192229,0.184141,0.176771,0.169115,0.161113,0.153013,0.147667,0.141939,0.136105,0.127733,0.117953,0.107969,0.095374,0.0857,0.082576,0.081569
3,Industrial Resistive Heat Summer Min,GW,Counterfactual,Electricity,Min (14:00),0.294912,0.29356,0.28116,0.273005,0.252908253,0.248943168,0.243795023,0.239810046,0.236547117,0.233625998,0.231472701,0.228406593,0.223968347,0.217962328,0.208747859,0.19481346,0.184081184,0.174315894,0.164322123,0.154581257,0.143592145,0.137116654,0.128435934,0.118394466,0.107821043,0.095942905,0.083376382,0.070043649,0.060926128,0.055411322,0.051250643
3,Industrial Resistive Heat Summer Min,GW,Holistic Transition,Electricity,Min (14:00),0.294912,0.29356,0.28116,0.273005,0.328585,0.323904,0.314152,0.302376,0.285787,0.264905,0.242687,0.214053,0.187166,0.162026,0.138639,0.117023,0.106889,0.097318,0.087202,0.076796,0.065556,0.056928,0.051078,0.048295,0.046865,0.045368,0.043055,0.040742,0.038503,0.036323,0.034667
3,Industrial Resistive Heat Summer Min,GW,Five Year Forecast,Electricity,Min (14:00),0.294912,0.29356,0.28116,0.273005,0.269063,0.264853,0.258176,0.252337,0.247548,0.24311,,,,,,,,,,,,,,,,,,,,,
3,Industrial Storage Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (14:00),0.000797,0.000765,0.000707,0.000626,0.000648254,0.000604085,0.000557732,0.000508255,0.000455655,0.000399932,0.000341085,0.000252843,0.000174614,0.000106397,4.81922E-05,7.8E-11,0.000708229,0.001505058,0.00227645,0.0030037,0.00369645,0.00446566,0.005223886,0.005978264,0.006732996,0.007484851,0.008233491,0.008976711,0.009712456,0.010435823,0.011167219
3,Industrial Storage Heat Summer Min,GW,Electric Engagement,Electricity,Min (14:00),0.000797,0.000765,0.000707,0.000626,0.000547,0.000504,0.00045,0.000396,0.000343,0.000292,0.00026,0.000225,0.000195,0.000167,0.000143,0.000122,0.000998,0.00183,0.002616,0.003367,0.004061,0.004793,0.005521,0.006217,0.006961,0.007569,0.008154,0.008662,0.009125,0.009545,0.010056
3,Industrial Storage Heat Summer Min,GW,Counterfactual,Electricity,Min (14:00),0.000797,0.000765,0.000707,0.000626,0.000496752,0.000455667,0.000416306,0.000375843,0.000333712,0.000290329,0.000245278,0.000191884,0.000140576,9.17708E-05,4.4634E-05,0,0,0,0,0,0,5.6461E-12,1.23302E-11,1.82589E-11,2.28922E-11,2.61265E-11,2.8927E-11,3.11259E-11,3.30274E-11,3.47278E-11,3.62276E-11
3,Industrial Storage Heat Summer Min,GW,Holistic Transition,Electricity,Min (14:00),0.000797,0.000765,0.000707,0.000626,0.000922,0.00087,0.000751,0.00064,0.000535,0.000438,0.000371,0.000298,0.000232,0.000176,0.00013,0.0000929,0.000825,0.001493,0.00208,0.00259,0.003033,0.003465,0.003855,0.004202,0.004557,0.00477,0.004952,0.005101,0.005214,0.005308,0.005377
3,Industrial Storage Heat Summer Min,GW,Five Year Forecast,Electricity,Min (14:00),0.000797,0.000765,0.000707,0.000626,0.000584,0.00054,0.000495,0.000447,0.000398,0.000347,,,,,,,,,,,,,,,,,,,,,
3,Industrial Sub Total (Heat components plus losses),GW,Hydrogen Evolution,Electricity,Min (14:00),10.92950617,11.56412302,11.5158144,10.26932839,10.85082045,10.99851998,11.14093656,11.25433406,11.31902754,11.33751628,11.31372082,11.33959695,11.3758165,11.38984785,11.36815023,11.33106942,11.336702,11.33727309,11.36830307,11.45592258,11.32790529,11.28078475,11.22591699,11.26861378,12.03630026,11.02675999,10.88781689,10.80072841,10.8059401,10.73511552,11.36516449
3,Industrial Sub Total (Heat components plus losses),GW,Electric Engagement,Electricity,Min (14:00),10.92950617,11.56412302,11.5158144,10.26263567,11.16091766,10.95064286,11.08569068,11.27011152,11.47724226,11.61246566,11.7754897,12.06793236,12.50666956,13.06099639,13.73013191,14.8636492,15.44278534,16.07806876,16.6894915,17.15515074,18.49166952,17.63757518,17.72660991,17.73888813,17.72172036,18.70542131,17.80970756,17.68888334,17.67493838,17.67087699,18.62954592
3,Industrial Sub Total (Heat components plus losses),GW,Counterfactual,Electricity,Min (14:00),10.92950617,11.56412302,11.5158144,10.26232497,10.61871808,11.093355,11.31844504,11.4928382,11.59759103,11.66585183,11.76925446,11.82951601,11.95104696,12.13067993,12.10639571,12.15592925,12.21878921,12.27176963,12.34117984,12.55689947,12.70695088,12.57474953,12.68603994,12.79401643,13.27371739,13.01010987,13.27876111,13.2873504,13.45672124,13.64861099,14.31295939
3,Industrial Sub Total (Heat components plus losses),GW,Holistic Transition,Electricity,Min (14:00),10.92950617,11.56412302,11.5158144,10.26263567,11.11168908,10.88998105,11.03563186,11.21607103,11.32388022,11.41334654,11.45853916,11.56353247,11.82627621,12.08667151,12.24719868,12.531127,12.94265063,13.06805718,13.23025511,13.4423136,13.36818913,13.34865435,13.52479196,13.47289612,13.25066436,13.40592989,13.57356961,13.14381736,13.29590596,13.25355888,13.09934482
3,Industrial Sub Total (Heat components plus losses),GW,Five Year Forecast,Electricity,Min (14:00),10.92950617,11.56412302,11.5158144,10.26263567,10.83990147,11.09968217,11.29344788,11.43416668,11.53143922,11.5899457,,,,,,,,,,,,,,,,,,,,,
3,Residential Demand Shifting (Smart/TOUTs effect),GW,Hydrogen Evolution,Electricity,Min (14:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Residential Demand Shifting (Smart/TOUTs effect),GW,Electric Engagement,Electricity,Min (14:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Residential Demand Shifting (Smart/TOUTs effect),GW,Counterfactual,Electricity,Min (14:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Residential Demand Shifting (Smart/TOUTs effect),GW,Holistic Transition,Electricity,Min (14:00),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Residential Demand Shifting (Smart/TOUTs effect),GW,Five Year Forecast,Electricity,Min (14:00),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,Residential District Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (14:00),0.016233,0.015852,0.011241,0.011193,0.014095763,0.013806641,0.015408082,0.017009522,0.018610963,0.020212404,0.021813845,0.022913962,0.024014078,0.025114195,0.026214311,0.027314428,0.036881312,0.046448197,0.056015081,0.065581966,0.075148851,0.083785244,0.092421637,0.10105803,0.109694424,0.118330817,0.125668606,0.133006395,0.140344184,0.147681973,0.155019762
3,Residential District Heat Summer Min,GW,Electric Engagement,Electricity,Min (14:00),0.016233,0.015852,0.011241,0.011193,0.020281,0.020866,0.021554,0.022243,0.022932,0.02362,0.024309,0.024648,0.024986,0.025325,0.025664,0.026003,0.037641,0.04928,0.060919,0.072558,0.084197,0.094526,0.104856,0.115185,0.125514,0.135843,0.146993,0.158143,0.169293,0.180444,0.191594
3,Residential District Heat Summer Min,GW,Counterfactual,Electricity,Min (14:00),0.016233,0.015852,0.011241,0.011193,0.013132253,0.012904848,0.013967188,0.015029528,0.016091869,0.017154209,0.018216549,0.019608972,0.021001395,0.022393818,0.023786241,0.025178664,0.026595618,0.028012572,0.029429526,0.03084648,0.032263434,0.032973824,0.033684213,0.034394603,0.035104992,0.035815382,0.035984929,0.036154476,0.036324024,0.036493571,0.036663118
3,Residential District Heat Summer Min,GW,Holistic Transition,Electricity,Min (14:00),0.016233,0.015852,0.011241,0.011193,0.011707,0.011657,0.012551,0.013445,0.014339,0.015233,0.016127,0.016568,0.017009,0.017451,0.017892,0.018334,0.026841,0.035347,0.043854,0.052361,0.060868,0.068294,0.07572,0.083145,0.090571,0.097996,0.106229,0.114461,0.122694,0.130926,0.139158
3,Residential District Heat Summer Min,GW,Five Year Forecast,Electricity,Min (14:00),0.016233,0.015852,0.011241,0.011193,0.012904,0.012992,0.014437,0.015881,0.017326,0.018771,,,,,,,,,,,,,,,,,,,,,
3,Residential EV Summer Min,GW,Hydrogen Evolution,Electricity,Min (14:00),0.10864362,0.17311046,0.240384107,0.342926978,0.473524463,0.628961104,0.821952744,1.048455161,1.313180096,1.613618434,1.965859686,2.353732485,2.770535187,3.210575851,3.644491537,4.06534065,4.444021337,4.775170732,5.048905158,5.249850462,5.38138314,5.444221723,5.437889586,5.376978617,5.462723393,5.528087592,5.566714552,5.569262058,5.57205374,5.575573714,5.58039437
3,Residential EV Summer Min,GW,Electric Engagement,Electricity,Min (14:00),0.10864362,0.17311046,0.240384107,0.342926978,0.470822847,0.627970165,0.819824475,1.045583951,1.310222859,1.611878701,1.965627585,2.35715224,2.781397952,3.231814398,3.6805079,4.12164354,4.525746721,4.88947197,5.197519947,5.436151694,5.607711634,5.712181973,5.858713556,5.966081594,6.033251586,6.060418264,6.049629663,6.033390375,6.013100141,5.988732039,5.960293425
3,Residential EV Summer Min,GW,Counterfactual,Electricity,Min (14:00),0.10864362,0.17311046,0.240384107,0.342926978,0.4,0.6,0.7,0.9,1.1,1.4,1.6,1.9,2.2,2.6,2.9,3.3,3.6,4,4.4,4.8,5,5.2,5.4,5.5,5.6,5.6,5.6,5.6,5.6,5.6,5.6
3,Residential EV Summer Min,GW,Holistic Transition,Electricity,Min (14:00),0.10864362,0.17311046,0.240384107,0.342926978,0.472191821,0.630321111,0.823866496,1.052358521,1.321243196,1.629216371,1.992274703,2.396864146,2.838914472,3.312915777,3.791355978,4.268984473,4.716648063,5.13106499,5.496441986,5.797993924,6.037749985,6.266628026,6.438153878,6.567013447,6.64472278,6.614236639,6.574062539,6.523640237,6.464384387,6.396523143,6.320003397
3,Residential EV Summer Min,GW,Five Year Forecast,Electricity,Min (14:00),0.10864362,0.17311046,0.240384107,0.342926978,0.472154287,0.629035478,0.821796752,1.048660012,1.314662216,1.617904014,,,,,,,,,,,,,,,,,,,,,
3,Residential Heat Pump Summer Min,GW,Hydrogen Evolution,Electricity,Min (14:00),0.065051,0.0651885,0.058198,0.069909639,0.068762266,0.069965319,0.087126233,0.104313095,0.121450953,0.138673549,0.155965781,0.202058237,0.248173617,0.294274358,0.340491218,0.386939286,0.426694992,0.467297636,0.508746064,0.55054653,0.592680692,0.621314976,0.649860129,0.678454871,0.706398566,0.73415682,0.734425795,0.734600107,0.734638714,0.73443178,0.733587106
3,Residential Heat Pump Summer Min,GW,Electric Engagement,Electricity,Min (14:00),0.065051,0.0651885,0.058198,0.069909639,0.061498535,0.063178555,0.080408613,0.097784914,0.115398444,0.133339476,0.151504558,0.203302726,0.254955818,0.306453861,0.357797127,0.408979642,0.462121182,0.515207262,0.568126167,0.620946699,0.673870351,0.706422995,0.738826998,0.771031783,0.803029683,0.834804125,0.832833571,0.830893532,0.82899018,0.827123076,0.825298581
3,Residential Heat Pump Summer Min,GW,Counterfactual,Electricity,Min (14:00),0.065051,0.0651885,0.058198,0.069909639,0.070755133,0.073994693,0.077861236,0.081826333,0.085751939,0.089634364,0.093470092,0.097899049,0.102313824,0.106716642,0.111111785,0.115500076,0.138272529,0.161023027,0.183621563,0.206182018,0.228720167,0.259667853,0.290531859,0.321430105,0.352365314,0.383341527,0.419004922,0.454686317,0.490383713,0.526093108,0.561815503
3,Residential Heat Pump Summer Min,GW,Holistic Transition,Electricity,Min (14:00),0.065051,0.0651885,0.058198,0.069909639,0.048240314,0.045577031,0.060673537,0.076157382,0.091955911,0.108025063,0.124071523,0.169814346,0.215474387,0.261162523,0.306776134,0.352439413,0.405086683,0.457544775,0.509678188,0.561614168,0.613458886,0.647819552,0.681787612,0.715449926,0.748897196,0.782237186,0.783576641,0.784889646,0.786097996,0.787278444,0.788345792
3,Residential Heat Pump Summer Min,GW,Five Year Forecast,Electricity,Min (14:00),0.065051,0.0651885,0.058198,0.069909639,0.073983454,0.078044605,0.087986312,0.098035364,0.108117228,0.118308537,,,,,,,,,,,,,,,,,,,,,
3,Residential Losses,GW,Hydrogen Evolution,Electricity,Min (14:00),0.668341796,0.672866341,0.660918994,0.686958573,0.658574453,0.641713253,0.637841161,0.64202987,0.651063484,0.666518087,0.688191811,0.713771118,0.742422636,0.774600222,0.806663483,0.838028392,0.86871646,0.898455474,0.924100431,0.943819065,0.958100692,0.966908934,0.970236901,0.969084565,0.980645235,0.990809061,0.997008742,1.000712708,1.00487035,1.010824987,1.017756494
3,Residential Losses,GW,Electric Engagement,Electricity,Min (14:00),0.668341796,0.672866341,0.660918994,0.686958573,0.653253556,0.632188083,0.626899252,0.629651623,0.63729387,0.651680496,0.672864809,0.699701246,0.730011176,0.763829005,0.798057959,0.831832037,0.865717934,0.89912357,0.9286019,0.952309431,0.970884612,0.983148606,0.999742543,1.013342037,1.023804136,1.03128995,1.033391882,1.035477223,1.038998274,1.04299378,1.047133529
3,Residential Losses,GW,Counterfactual,Electricity,Min (14:00),0.668341796,0.672866341,0.660918994,0.686958573,0.666440028,0.655473441,0.644011494,0.644468438,0.647451641,0.663280736,0.672699169,0.691547627,0.710228405,0.738597729,0.759474026,0.789502059,0.812371794,0.846963799,0.882384562,0.918018366,0.937121723,0.958851969,0.981903136,0.996959832,1.012560613,1.02043895,1.029562212,1.03940886,1.050158421,1.062000331,1.0750759
3,Residential Losses,GW,Holistic Transition,Electricity,Min (14:00),0.668341796,0.672866341,0.660918994,0.686958573,0.644966882,0.621774841,0.613586476,0.614073154,0.621261177,0.63478191,0.653615541,0.679144661,0.708657916,0.741980563,0.776451458,0.811250419,0.847047581,0.882588529,0.914442706,0.940964652,0.962556949,0.982532975,0.997830246,1.009509182,1.017146408,1.016214376,1.010971695,1.004870766,0.99832706,0.992314407,0.985603842
3,Residential Losses,GW,Five Year Forecast,Electricity,Min (14:00),0.668341796,0.672866341,0.660918994,0.686958573,0.65519109,0.64066125,0.637925831,0.642049852,0.652420875,0.670059715,,,,,,,,,,,,,,,,,,,,,
3,Residential Resistive Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (14:00),0.167609,0.170967,0.154767,0.140378,0.160462092,0.168556401,0.159327028,0.14977313,0.140688869,0.131700064,0.123226135,0.112287324,0.101531299,0.0910497,0.080871572,0.071101609,0.068553857,0.066521265,0.06595735,0.06641072,0.068249201,0.072096967,0.076067541,0.079712421,0.083207324,0.086425571,0.09031622,0.094408191,0.09855301,0.102709996,0.106813593
3,Residential Resistive Heat Summer Min,GW,Electric Engagement,Electricity,Min (14:00),0.167609,0.170967,0.154767,0.140378,0.165132,0.163601,0.155514,0.147279,0.139288,0.131542,0.124166,0.115474,0.107045,0.098876,0.090853,0.083208,0.082797,0.082493,0.083065,0.084364,0.087395,0.090546,0.093785,0.096827,0.099677,0.102294,0.104813,0.10733,0.109845,0.112461,0.114985
3,Residential Resistive Heat Summer Min,GW,Counterfactual,Electricity,Min (14:00),0.167609,0.170967,0.154767,0.140378,0.1273427,0.135049891,0.130074564,0.123825945,0.117682324,0.111635451,0.105679058,0.100567234,0.096230724,0.092597696,0.089536264,0.086913635,0.081614885,0.077365625,0.075174341,0.07441241,0.075080265,0.077986404,0.081949529,0.085832054,0.089611991,0.093316025,0.095839971,0.097809781,0.099189325,0.100097107,0.100649406
3,Residential Resistive Heat Summer Min,GW,Holistic Transition,Electricity,Min (14:00),0.167609,0.170967,0.154767,0.140378,0.164406,0.162022,0.15296,0.143581,0.134466,0.125433,0.11677,0.106438,0.096453,0.086728,0.077451,0.068574,0.067605,0.066969,0.067474,0.068921,0.071963,0.075892,0.07999,0.083998,0.087884,0.091656,0.095675,0.099706,0.103776,0.107756,0.111679
3,Residential Resistive Heat Summer Min,GW,Five Year Forecast,Electricity,Min (14:00),0.167609,0.170967,0.154767,0.140378,0.148182,0.156112,0.150719,0.143975,0.137196,0.130459,,,,,,,,,,,,,,,,,,,,,
3,Residential Storage Heat Summer Min,GW,Hydrogen Evolution,Electricity,Min (14:00),0.41026,0.403961,0.353471,0.309518,0.338377115,0.345331391,0.328423016,0.310835797,0.294982192,0.27949202,0.265655187,0.245649877,0.225014849,0.203608275,0.181101612,0.159345498,0.15863248,0.158461754,0.161358827,0.165373838,0.171096339,0.176712694,0.182884913,0.188078376,0.193007783,0.196999313,0.202000168,0.20814486,0.215640692,0.2249554,0.234629753
3,Residential Storage Heat Summer Min,GW,Electric Engagement,Electricity,Min (14:00),0.41026,0.403961,0.353471,0.309518,0.342116,0.326059,0.309242,0.292143,0.275704,0.260082,0.24572,0.226735,0.208377,0.190649,0.173263,0.156798,0.156898,0.157252,0.160444,0.164581,0.171563,0.177961,0.184641,0.19102,0.196876,0.202047,0.206456,0.210918,0.215439,0.220281,0.224965
3,Residential Storage Heat Summer Min,GW,Counterfactual,Electricity,Min (14:00),0.41026,0.403961,0.353471,0.309518,0.288165632,0.294798185,0.283781752,0.270743454,0.258582037,0.247359474,0.23714594,0.228023751,0.219619289,0.211832266,0.204508454,0.197587642,0.197114337,0.197106795,0.200006264,0.203858228,0.20851242,0.212224384,0.217727333,0.222820606,0.227292318,0.231128126,0.233105704,0.234659187,0.235752995,0.236510843,0.236974014
3,Residential Storage Heat Summer Min,GW,Holistic Transition,Electricity,Min (14:00),0.41026,0.403961,0.353471,0.309518,0.342921,0.327813,0.31161,0.294706,0.278834,0.263402,0.249731,0.231523,0.213832,0.195841,0.178781,0.161901,0.161923,0.16215,0.165074,0.168896,0.175113,0.180861,0.187206,0.193002,0.198514,0.203022,0.206852,0.210763,0.215429,0.219895,0.224824
3,Residential Storage Heat Summer Min,GW,Five Year Forecast,Electricity,Min (14:00),0.41026,0.403961,0.353471,0.309518,0.315382,0.322,0.308143,0.291773,0.2755,0.259752,,,,,,,,,,,,,,,,,,,,,
3,"Residential Sub Total (Appliances, Light)",GW,Hydrogen Evolution,Electricity,Min (14:00),6.726988855,7.237221336,6.980277152,6.865500703,6.561025062,6.345104352,6.113800392,5.945074341,5.793137713,5.680706799,5.587615988,5.485310984,5.390749823,5.31506735,5.244841415,5.178052121,5.115405323,5.087187321,5.062695293,5.038579044,5.016296606,5.01065374,5.008928996,5.010173804,5.015831692,5.026788433,5.044814695,5.068222388,5.095470656,5.141608293,5.198303049
3,"Residential Sub Total (Appliances, Light)",GW,Electric Engagement,Electricity,Min (14:00),6.726988855,7.237221336,6.980277152,6.865500703,6.494861549,6.257660777,6.010388247,5.824373345,5.656034574,5.528868874,5.42796258,5.328627173,5.236811354,5.159479363,5.088388053,5.018349162,4.949605086,4.915265698,4.88671754,4.857920982,4.830958309,4.818763066,4.815374236,4.816515035,4.821756901,4.833025659,4.852508003,4.877163764,4.922717051,4.977487168,5.038238149
3,"Residential Sub Total (Appliances, Light)",GW,Counterfactual,Electricity,Min (14:00),6.726988855,7.237221336,6.980277152,6.865500703,6.807814432,6.617337279,6.393157958,6.212809022,6.061325626,5.960421506,5.882823664,5.813633675,5.740986326,5.681347446,5.632269455,5.590339989,5.541767999,5.530016538,5.523230751,5.516614927,5.512742761,5.530866853,5.561812508,5.598885568,5.643065599,5.696797501,5.76411054,5.840919208,5.929415512,6.031596406,6.148970708
3,"Residential Sub Total (Appliances, Light)",GW,Holistic Transition,Electricity,Min (14:00),6.726988855,7.237221336,6.980277152,6.865500703,6.419412513,6.15907707,5.878189734,5.665345301,5.489568258,5.34863124,5.213188874,5.092179682,4.979938141,4.880704421,4.789276788,4.701901121,4.616409376,4.560793338,4.507201838,4.452876576,4.39828238,4.353642487,4.310775661,4.268827281,4.230960104,4.201403996,4.162297013,4.123246021,4.087113798,4.066171888,4.045360752
3,"Residential Sub Total (Appliances, Light)",GW,Five Year Forecast,Electricity,Min (14:00),6.726988855,7.237221336,6.980277152,6.865500703,6.55451329,6.361128295,6.143954468,5.97737244,5.845265513,5.760997217,,,,,,,,,,,,,,,,,,,,,
1,GBFES Peak Customer Demand: Total Consumption plus Losses ,GW,Hydrogen Evolution,Electricity,Peak,58.087,58.935,57.725,57.547,58.145,58.777,59.561,60.748,61.802,63.148,64.443,66.523,68.689,71.213,73.439,75.768,78.374,81.212,84.069,87.076,89.399,91.585,94.146,96.793,98.8,100.196,100.51,101.401,102.402,103.281,104.2
1,GBFES Peak Customer Demand: Total Consumption plus Losses ,GW,Electric Engagement,Electricity,Peak,58.09,58.938,57.728,57.55,57.619,58.08,58.782,59.734,61.107,62.917,64.88,67.553,70.677,74.133,77.816,81.4,85.801,90.356,94.89,99.154,102.8,105.934,108.92,111.531,113.896,115.2,115.991,116.899,117.599,118.419,119.4
1,GBFES Peak Customer Demand: Total Consumption plus Losses ,GW,Counterfactual,Electricity,Peak,58.09,58.94,57.726,57.548,58.741,59.136,59.702,60.477,61.518,62.691,63.793,64.934,66.227,67.683,68.881,69.918,71.777,73.696,75.682,77.661,79.612,81.659,84.127,86.499,88.8,90.966,93.422,95.353,97.564,99.836,102.2
1,GBFES Peak Customer Demand: Total Consumption plus Losses ,GW,Holistic Transition,Electricity,Peak,58.091,58.942,57.729,57.552,57.38,57.699,58.198,59.09,59.968,61.194,62.357,64.691,66.987,69.662,72.617,75.704,79.32,82.687,86.02,89.537,92.391,94.801,97.647,100.166,102.158,104.309,105,106.244,107.265,108.047,108.533
1,GBFES Peak Customer Demand: Total Consumption plus Losses ,GW,Five Year Forecast,Electricity,Peak,58.09,58.94,57.726,57.55,58.019,58.655,59.469,60.588,61.755,63.192,,,,,,,,,,,,,,,,,,,,,
2,GB FES System Demand: Direct Connects,GW,Hydrogen Evolution,Electricity,Peak,0.8,0.8,0.8,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,1.36,1.315,1.27,1.225,1.2,1.193,1.186,1.179,1.172,1.165,1.158,1.151,1.15,1.15,1.15
2,GB FES System Demand: Direct Connects,GW,Electric Engagement,Electricity,Peak,0.8,0.8,0.8,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,1.36,1.315,1.27,1.225,1.2,1.193,1.186,1.179,1.172,1.165,1.158,1.151,1.15,1.15,1.15
2,GB FES System Demand: Direct Connects,GW,Counterfactual,Electricity,Peak,0.8,0.8,0.8,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,1.36,1.315,1.27,1.225,1.2,1.193,1.186,1.179,1.172,1.165,1.158,1.151,1.15,1.15,1.15
2,GB FES System Demand: Direct Connects,GW,Holistic Transition,Electricity,Peak,0.8,0.8,0.8,0.8,0.8,0.87,0.99,1.12,1.19,1.38,1.5,1.485,1.47,1.455,1.45,1.405,1.36,1.315,1.27,1.225,1.2,1.193,1.186,1.179,1.172,1.165,1.158,1.151,1.15,1.15,1.15
2,GB FES System Demand: Direct Connects,GW,Five Year Forecast,Electricity,Peak,0.8,0.8,0.8,0.8,0.8,0.87,0.99,1.12,1.19,1.38,,,,,,,,,,,,,,,,,,,,,
2,"GBFES Peak System Demand: All Industrial except Electrolysis, plus Losses",GW,Hydrogen Evolution,Electricity,Peak,16.27,16.147,15.673,15.535,15.564,15.674,15.875,16.037,16.105,16.093,15.984,16.022,16.049,16.09,15.986,15.862,15.834,15.765,15.711,15.743,15.481,15.356,15.225,15.226,15,14.796,14.528,14.335,14.297,14.181,14.2
2,"GBFES Peak System Demand: All Industrial except Electrolysis, plus Losses",GW,Electric Engagement,Electricity,Peak,16.271,16.148,15.674,15.536,15.44,15.558,15.748,15.988,16.244,16.394,16.532,16.911,17.491,18.178,18.995,19.9,21.065,21.848,22.594,23.131,23.5,23.664,23.721,23.704,23.656,23.6,23.678,23.475,23.378,23.363,23.4
2,"GBFES Peak System Demand: All Industrial except Electrolysis, plus Losses",GW,Counterfactual,Electricity,Peak,16.271,16.149,15.673,15.534,15.517,15.648,15.937,16.195,16.358,16.471,16.542,16.605,16.744,16.957,16.871,16.85,16.848,16.839,16.854,17.057,17.182,16.967,17.047,17.126,17.2,17.252,17.512,17.436,17.592,17.801,18.1
2,"GBFES Peak System Demand: All Industrial except Electrolysis, plus Losses",GW,Holistic Transition,Electricity,Peak,16.271,16.149,15.674,15.537,15.466,15.56,15.753,15.978,16.074,16.129,16.112,16.333,16.601,16.847,17.023,17.362,17.878,17.971,18.093,18.304,18.157,18.104,18.327,18.281,17.989,18.256,18,17.933,18.126,18.084,17.889
2,"GBFES Peak System Demand: All Industrial except Electrolysis, plus Losses",GW,Five Year Forecast,Electricity,Peak,16.271,16.149,15.673,15.536,15.604,15.774,16.033,16.234,16.362,16.416,,,,,,,,,,,,,,,,,,,,,
2,"GBFES Peak System Demand: All Residential plus Losses (Smart EV Charging, no Micro-generation)",GW,Hydrogen Evolution,Electricity,Peak,23.752,24.715,24.034,23.93,23.881,23.864,23.805,24.019,24.287,24.699,25.152,26.135,27.19,28.459,29.647,30.912,32.246,33.893,35.582,37.306,38.646,39.747,41.308,42.885,44.615,45.669,45.818,46.522,47.16,47.735,48.145
2,"GBFES Peak System Demand: All Residential plus Losses (Smart EV Charging, no Micro-generation)",GW,Electric Engagement,Electricity,Peak,23.753,24.716,24.035,23.931,23.612,23.294,23.028,22.92,23.054,23.42,23.978,24.986,26.097,27.461,28.944,30.213,31.892,34.018,36.139,38.199,39.82,41.196,42.961,44.629,46.156,46.847,46.956,47.462,47.819,48.132,48.465
2,"GBFES Peak System Demand: All Residential plus Losses (Smart EV Charging, no Micro-generation)",GW,Counterfactual,Electricity,Peak,23.753,24.717,24.035,23.931,24.535,24.435,24.35,24.337,24.612,24.914,25.32,25.718,26.171,26.692,27.218,27.595,28.57,29.714,30.778,31.63,32.35,33.604,34.931,36.167,37.378,38.452,39.954,41.354,42.744,44.125,45.417
2,"GBFES Peak System Demand: All Residential plus Losses (Smart EV Charging, no Micro-generation)",GW,Holistic Transition,Electricity,Peak,23.754,24.718,24.036,23.932,23.167,22.597,21.977,21.692,21.504,21.458,21.42,22.178,22.962,24.096,25.461,26.83,28.468,30.341,32.213,34.148,35.844,37.2,38.829,40.433,41.876,42.913,43.225,43.831,44.086,44.362,44.526
